pop,t,freq_O,freq_Y,freq_B,vizinhos_mean,vizinhos_mean_O,vizinhos_mean_Y,vizinhos_mean_B
0,844,0.3562,0.133,0.5108,4.0,4.0,4.0,4.0
0,845,0.3558,0.1362,0.508,4.0,4.0,4.0,4.0
0,846,0.3561,0.1388,0.5051,4.0,4.0,4.0,4.0
0,847,0.3535,0.1411,0.5054,4.0,4.0,4.0,4.0
0,848,0.3518,0.1439,0.5043,4.0,4.0,4.0,4.0
0,849,0.3494,0.1473,0.5033,4.0,4.0,4.0,4.0
0,850,0.3526,0.1479,0.4995,4.0,4.0,4.0,4.0
0,851,0.3495,0.148,0.5025,4.0,4.0,4.0,4.0
0,852,0.3492,0.1503,0.5005,4.0,4.0,4.0,4.0
0,853,0.3457,0.1501,0.5042,4.0,4.0,4.0,4.0
0,854,0.3462,0.1495,0.5043,4.0,4.0,4.0,4.0
0,855,0.3437,0.1493,0.507,4.0,4.0,4.0,4.0
0,856,0.3413,0.1478,0.5109,4.0,4.0,4.0,4.0
0,857,0.3375,0.1479,0.5146,4.0,4.0,4.0,4.0
0,858,0.3321,0.1505,0.5174,4.0,4.0,4.0,4.0
0,859,0.3317,0.1489,0.5194,4.0,4.0,4.0,4.0
0,860,0.3309,0.1515,0.5176,4.0,4.0,4.0,4.0
0,861,0.3362,0.1516,0.5122,4.0,4.0,4.0,4.0
0,862,0.3404,0.1495,0.5101,4.0,4.0,4.0,4.0
0,863,0.3433,0.1469,0.5098,4.0,4.0,4.0,4.0
0,864,0.3442,0.1434,0.5124,4.0,4.0,4.0,4.0
0,865,0.3425,0.1395,0.518,4.0,4.0,4.0,4.0
0,866,0.3466,0.1381,0.5153,4.0,4.0,4.0,4.0
0,867,0.353,0.1282,0.5188,4.0,4.0,4.0,4.0
0,868,0.3592,0.1239,0.5169,4.0,4.0,4.0,4.0
0,869,0.362,0.124,0.514,4.0,4.0,4.0,4.0
0,870,0.3639,0.1218,0.5143,4.0,4.0,4.0,4.0
0,871,0.366,0.1181,0.5159,4.0,4.0,4.0,4.0
0,872,0.3637,0.12,0.5163,4.0,4.0,4.0,4.0
0,873,0.3628,0.1159,0.5213,4.0,4.0,4.0,4.0
0,874,0.3599,0.1141,0.526,4.0,4.0,4.0,4.0
0,875,0.3572,0.1121,0.5307,4.0,4.0,4.0,4.0
0,876,0.3601,0.1101,0.5298,4.0,4.0,4.0,4.0
0,877,0.3661,0.1081,0.5258,4.0,4.0,4.0,4.0
0,878,0.363,0.1076,0.5294,4.0,4.0,4.0,4.0
0,879,0.3609,0.109,0.5301,4.0,4.0,4.0,4.0
0,880,0.3597,0.1114,0.5289,4.0,4.0,4.0,4.0
0,881,0.3671,0.1084,0.5245,4.0,4.0,4.0,4.0
0,882,0.3658,0.1066,0.5276,4.0,4.0,4.0,4.0
0,883,0.3684,0.104,0.5276,4.0,4.0,4.0,4.0
0,884,0.3685,0.103,0.5285,4.0,4.0,4.0,4.0
0,885,0.3663,0.1045,0.5292,4.0,4.0,4.0,4.0
0,886,0.3712,0.1049,0.5239,4.0,4.0,4.0,4.0
0,887,0.3757,0.1032,0.5211,4.0,4.0,4.0,4.0
0,888,0.3777,0.1068,0.5155,4.0,4.0,4.0,4.0
0,889,0.3792,0.1099,0.5109,4.0,4.0,4.0,4.0
0,890,0.3767,0.1089,0.5144,4.0,4.0,4.0,4.0
0,891,0.3719,0.1084,0.5197,4.0,4.0,4.0,4.0
0,892,0.3717,0.1135,0.5148,4.0,4.0,4.0,4.0
0,893,0.3687,0.1177,0.5136,4.0,4.0,4.0,4.0
0,894,0.3654,0.1204,0.5142,4.0,4.0,4.0,4.0
0,895,0.3617,0.1225,0.5158,4.0,4.0,4.0,4.0
0,896,0.3606,0.1262,0.5132,4.0,4.0,4.0,4.0
0,897,0.3553,0.1349,0.5098,4.0,4.0,4.0,4.0
0,898,0.3484,0.1372,0.5144,4.0,4.0,4.0,4.0
0,899,0.3453,0.1362,0.5185,4.0,4.0,4.0,4.0
0,900,0.3435,0.1343,0.5222,4.0,4.0,4.0,4.0
0,901,0.3404,0.136,0.5236,4.0,4.0,4.0,4.0
0,902,0.3348,0.1359,0.5293,4.0,4.0,4.0,4.0
0,903,0.3311,0.1365,0.5324,4.0,4.0,4.0,4.0
0,904,0.3286,0.1394,0.532,4.0,4.0,4.0,4.0
0,905,0.3279,0.1384,0.5337,4.0,4.0,4.0,4.0
0,906,0.3265,0.1388,0.5347,4.0,4.0,4.0,4.0
0,907,0.3248,0.1359,0.5393,4.0,4.0,4.0,4.0
0,908,0.3201,0.1374,0.5425,4.0,4.0,4.0,4.0
0,909,0.3273,0.1325,0.5402,4.0,4.0,4.0,4.0
0,910,0.3334,0.129,0.5376,4.0,4.0,4.0,4.0
0,911,0.3374,0.1286,0.534,4.0,4.0,4.0,4.0
0,912,0.336,0.1303,0.5337,4.0,4.0,4.0,4.0
0,913,0.3349,0.1274,0.5377,4.0,4.0,4.0,4.0
0,914,0.3286,0.1246,0.5468,4.0,4.0,4.0,4.0
0,915,0.3262,0.1215,0.5523,4.0,4.0,4.0,4.0
0,916,0.3283,0.1203,0.5514,4.0,4.0,4.0,4.0
0,917,0.3288,0.1207,0.5505,4.0,4.0,4.0,4.0
0,918,0.3322,0.1201,0.5477,4.0,4.0,4.0,4.0
0,919,0.332,0.1167,0.5513,4.0,4.0,4.0,4.0
0,920,0.3366,0.1135,0.5499,4.0,4.0,4.0,4.0
0,921,0.3391,0.1128,0.5481,4.0,4.0,4.0,4.0
0,922,0.3411,0.1127,0.5462,4.0,4.0,4.0,4.0
0,923,0.3466,0.1079,0.5455,4.0,4.0,4.0,4.0
0,924,0.3535,0.1048,0.5417,4.0,4.0,4.0,4.0
0,925,0.3523,0.1023,0.5454,4.0,4.0,4.0,4.0
0,926,0.3596,0.1006,0.5398,4.0,4.0,4.0,4.0
0,927,0.3618,0.0979,0.5403,4.0,4.0,4.0,4.0
0,928,0.3642,0.0952,0.5406,4.0,4.0,4.0,4.0
0,929,0.3709,0.0956,0.5335,4.0,4.0,4.0,4.0
0,930,0.3709,0.0966,0.5325,4.0,4.0,4.0,4.0
0,931,0.3742,0.0953,0.5305,4.0,4.0,4.0,4.0
0,932,0.371,0.0962,0.5328,4.0,4.0,4.0,4.0
0,933,0.3745,0.0968,0.5287,4.0,4.0,4.0,4.0
0,934,0.3741,0.0957,0.5302,4.0,4.0,4.0,4.0
0,935,0.3748,0.0952,0.53,4.0,4.0,4.0,4.0
0,936,0.3794,0.0923,0.5283,4.0,4.0,4.0,4.0
0,937,0.3861,0.0898,0.5241,4.0,4.0,4.0,4.0
0,938,0.3935,0.0864,0.5201,4.0,4.0,4.0,4.0
0,939,0.3954,0.0874,0.5172,4.0,4.0,4.0,4.0
0,940,0.3994,0.088,0.5126,4.0,4.0,4.0,4.0
0,941,0.4023,0.0899,0.5078,4.0,4.0,4.0,4.0
0,942,0.4069,0.091,0.5021,4.0,4.0,4.0,4.0
0,943,0.4092,0.094,0.4968,4.0,4.0,4.0,4.0
0,944,0.4088,0.0969,0.4943,4.0,4.0,4.0,4.0
0,945,0.4151,0.0985,0.4864,4.0,4.0,4.0,4.0
0,946,0.4149,0.1029,0.4822,4.0,4.0,4.0,4.0
0,947,0.4144,0.1042,0.4814,4.0,4.0,4.0,4.0
0,948,0.414,0.1052,0.4808,4.0,4.0,4.0,4.0
0,949,0.4147,0.1082,0.4771,4.0,4.0,4.0,4.0
0,950,0.4148,0.11,0.4752,4.0,4.0,4.0,4.0
0,951,0.4162,0.1105,0.4733,4.0,4.0,4.0,4.0
0,952,0.4133,0.1153,0.4714,4.0,4.0,4.0,4.0
0,953,0.4173,0.1185,0.4642,4.0,4.0,4.0,4.0
0,954,0.416,0.1217,0.4623,4.0,4.0,4.0,4.0
0,955,0.4144,0.1226,0.463,4.0,4.0,4.0,4.0
0,956,0.4157,0.1251,0.4592,4.0,4.0,4.0,4.0
0,957,0.4179,0.1254,0.4567,4.0,4.0,4.0,4.0
0,958,0.4193,0.1251,0.4556,4.0,4.0,4.0,4.0
0,959,0.4237,0.1245,0.4518,4.0,4.0,4.0,4.0
0,960,0.4183,0.126,0.4557,4.0,4.0,4.0,4.0
0,961,0.4219,0.1268,0.4513,4.0,4.0,4.0,4.0
0,962,0.4236,0.1274,0.449,4.0,4.0,4.0,4.0
0,963,0.4231,0.1268,0.4501,4.0,4.0,4.0,4.0
0,964,0.4288,0.1247,0.4465,4.0,4.0,4.0,4.0
0,965,0.4328,0.1256,0.4416,4.0,4.0,4.0,4.0
0,966,0.4315,0.1286,0.4399,4.0,4.0,4.0,4.0
0,967,0.4358,0.1298,0.4344,4.0,4.0,4.0,4.0
0,968,0.4338,0.1332,0.433,4.0,4.0,4.0,4.0
0,969,0.4325,0.1369,0.4306,4.0,4.0,4.0,4.0
0,970,0.4351,0.1391,0.4258,4.0,4.0,4.0,4.0
0,971,0.4297,0.1399,0.4304,4.0,4.0,4.0,4.0
0,972,0.4236,0.146,0.4304,4.0,4.0,4.0,4.0
0,973,0.4263,0.1489,0.4248,4.0,4.0,4.0,4.0
0,974,0.4224,0.1545,0.4231,4.0,4.0,4.0,4.0
0,975,0.4177,0.1591,0.4232,4.0,4.0,4.0,4.0
0,976,0.4146,0.1592,0.4262,4.0,4.0,4.0,4.0
0,977,0.411,0.162,0.427,4.0,4.0,4.0,4.0
0,978,0.4051,0.1648,0.4301,4.0,4.0,4.0,4.0
0,979,0.3972,0.166,0.4368,4.0,4.0,4.0,4.0
0,980,0.3944,0.168,0.4376,4.0,4.0,4.0,4.0
0,981,0.3914,0.1678,0.4408,4.0,4.0,4.0,4.0
0,982,0.3895,0.1647,0.4458,4.0,4.0,4.0,4.0
0,983,0.3854,0.1642,0.4504,4.0,4.0,4.0,4.0
0,984,0.3833,0.1616,0.4551,4.0,4.0,4.0,4.0
0,985,0.3741,0.159,0.4669,4.0,4.0,4.0,4.0
0,986,0.3739,0.1566,0.4695,4.0,4.0,4.0,4.0
0,987,0.3689,0.1604,0.4707,4.0,4.0,4.0,4.0
0,988,0.3663,0.1581,0.4756,4.0,4.0,4.0,4.0
0,989,0.3566,0.1615,0.4819,4.0,4.0,4.0,4.0
0,990,0.3478,0.1669,0.4853,4.0,4.0,4.0,4.0
0,991,0.3424,0.1664,0.4912,4.0,4.0,4.0,4.0
0,992,0.3362,0.1665,0.4973,4.0,4.0,4.0,4.0
0,993,0.3339,0.168,0.4981,4.0,4.0,4.0,4.0
0,994,0.3276,0.1703,0.5021,4.0,4.0,4.0,4.0
0,995,0.322,0.1716,0.5064,4.0,4.0,4.0,4.0
0,996,0.3177,0.1751,0.5072,4.0,4.0,4.0,4.0
0,997,0.3136,0.1746,0.5118,4.0,4.0,4.0,4.0
0,998,0.3108,0.1714,0.5178,4.0,4.0,4.0,4.0
0,999,0.3066,0.1715,0.5219,4.0,4.0,4.0,4.0
0,1000,0.2937,0.1768,0.5295,4.0,4.0,4.0,4.0
